DirtyColumn,DirtyTable,CleanColumn,
XMINV,LOG_CurveData_PIVOT,XMINV,
XMNOR,LOG_CurveData_PIVOT,XMNOR,
XNEUT,LOG_CurveData_PIVOT,XNEUT,
XNPHID,LOG_CurveData_PIVOT,XNPHID,
XNPHIL,LOG_CurveData_PIVOT,XNPHIL,
XNPHIS,LOG_CurveData_PIVOT,XNPHIS,
XNPHIS_NN,LOG_CurveData_PIVOT,XNPHIS_NN,
XPE,LOG_CurveData_PIVOT,XPE,
XPEF,LOG_CurveData_PIVOT,XPEF,
XPHI,LOG_CurveData_PIVOT,XPHI,
XPHIE,LOG_CurveData_PIVOT,XPHIE,
XRES,LOG_CurveData_PIVOT,XRES,
XRESD,LOG_CurveData_PIVOT,XRESD,
XRESD_24Z,LOG_CurveData_PIVOT,XRESD_24Z,
XRESD_NN,LOG_CurveData_PIVOT,XRESD_NN,
XRESM,LOG_CurveData_PIVOT,XRESM,
XRESS,LOG_CurveData_PIVOT,XRESS,
XRHOB,LOG_CurveData_PIVOT,XRHOB,
XRHOB_NN,LOG_CurveData_PIVOT,XRHOB_NN,
XRHON,LOG_CurveData_PIVOT,XRHON,
XROP,LOG_CurveData_PIVOT,XROP,
XRXO,LOG_CurveData_PIVOT,XRXO,
XSO,LOG_CurveData_PIVOT,XSO,
XSP,LOG_CurveData_PIVOT,XSP,
XSP_NN,LOG_CurveData_PIVOT,XSP_NN,
XTEMP,LOG_CurveData_PIVOT,XTEMP,
API,LOG_WellInformation_PIVOT,API14,
CNTY,LOG_WellInformation_PIVOT,COUNTY,
COMP,LOG_WellInformation_PIVOT,OperatorName,
CTRY,LOG_WellInformation_PIVOT,COUNTRY,
DATE,LOG_WellInformation_PIVOT,DATE,
ELEV,LOG_WellInformation_PIVOT,DatumElev,
FLD,LOG_WellInformation_PIVOT,FIELD,
LATI,LOG_WellInformation_PIVOT,Lat,
LIC,LOG_WellInformation_PIVOT,LIC,
LOC,LOG_WellInformation_PIVOT,LOC,
LogXREFID,LOG_WellInformation_PIVOT,LogID,
LONG,LOG_WellInformation_PIVOT,Long,
NULL,LOG_WellInformation_PIVOT,LogNullVal,
PROV,LOG_WellInformation_PIVOT,PROV,
SRVC,LOG_WellInformation_PIVOT,SRVC,
STAT,LOG_WellInformation_PIVOT,STATE,
STEP,LOG_WellInformation_PIVOT,LogStep,
STOP,LOG_WellInformation_PIVOT,LogStop,
STRT,LOG_WellInformation_PIVOT,LogStart,
TD,LOG_WellInformation_PIVOT,TD_MD,
UWI,LOG_WellInformation_PIVOT,UWI,
WELL,LOG_WellInformation_PIVOT,WellName,
XCOORD,LOG_WellInformation_PIVOT,GridX,
YCOORD,LOG_WellInformation_PIVOT,GridY,
API_NO,MAST_WELL,API10_Validate,
BATTERY_NAME,MAST_WELL,BATTERY_NAME,
BTM_HOLE_LOC,MAST_WELL,BTM_HOLE_LOC,
DRILLING_SEQ_NO,MAST_WELL,DRILLING_SEQ_NO,
ELEVATION_REF,MAST_WELL,ELEVATION_REF,
INTEREST_TYPE,MAST_WELL,INTEREST_TYPE,
LATITUDE,MAST_WELL,Lat,
LONGITUDE,MAST_WELL,Long,
MSTR_REVIS_DATE,MAST_WELL,MSTR_REVIS_DATE,
MSTR_REVIS_ID,MAST_WELL,MSTR_REVIS_ID,
OPER_NO,MAST_WELL,OPER_NO,
ORG_SEQNO,MAST_WELL,ORG_SEQNO,
PF_NO,MAST_WELL,PF_NO,
R_K_B_ELEVATION,MAST_WELL,DatumElev,
RANGE_DIRECTION,MAST_WELL,RANGE_DIRECTION,
RANGE_NO,MAST_WELL,RANGE_NO,
SECTION,MAST_WELL,SECTION,
SPUD_DATE,MAST_WELL,SPUD_DATE,
STATE_PLANE_BH_X,MAST_WELL,Btm_GridX,
STATE_PLANE_BH_Y,MAST_WELL,Btm_GridY,
STATE_PLANE_TOP_X,MAST_WELL,GridX,
STATE_PLANE_TOP_Y,MAST_WELL,GridY,
TEST_FACILITY,MAST_WELL,TEST_FACILITY,
TOTAL_DEPTH,MAST_WELL,TD_MD,
TOWNSHIP,MAST_WELL,TOWNSHIP,
TOWNSHIP_DIRECTION,MAST_WELL,TOWNSHIP_DIRECTION,
WELL_LOC,MAST_WELL,WELL_LOC,
WELL_NAME,MAST_WELL,WellName,
WELL_SEQ_NO,MAST_WELL,WELL_SEQ_NO,
API_COMPLETION,MAST_ZONE,API_COMPLETION,
API_NO12,MAST_ZONE,API12,
API_NO14,MAST_ZONE,API14,
API_WELL_BORE,MAST_ZONE,API_WELL_BORE,
APLS_WELL_CD,MAST_ZONE,PREV_APLS_WELL_CD,
BATTERY,MAST_ZONE,BATTERY_NAME,
BTM_PROD_INTV_MEAS,MAST_ZONE,BTM_PROD_INTV_MEAS,
BTM_PROD_INTV_VERT,MAST_ZONE,BTM_PROD_INTV_VERT,
CC_NO,MAST_ZONE,COST_CENTER,
COMPL_ID,MAST_ZONE,UNIT_NO,
DRILLING_AFE_NO,MAST_ZONE,DRILLING_AFE_NO,
FIELD_NO,MAST_ZONE,FIELD_NO,
FINAN_ALIAS,MAST_ZONE,FINAN_ALIAS,
FIRST_PROD_DATE,MAST_ZONE,FIRST_PROD_DATE,
GAS_MKTG_WELL_CD,MAST_ZONE,APLS_WELL_CD,
GROSS_PA_COST,MAST_ZONE,GROSS_PA_COST,
METHOD_OPERATION,MAST_ZONE,METHOD_OPERATION,
MSTR_REVIS_DATE,MAST_ZONE,MSTR_REVIS_DATE,
MSTR_REVIS_ID,MAST_ZONE,MSTR_REVIS_ID,
OCS_NAME,MAST_ZONE,OCS_NAME,
ORG_SEQNO,MAST_ZONE,ORG_SEQNO,
ORIG_WELL_ZONE_NAME,MAST_ZONE,ORIG_WELL_ZONE_NAME,
PREV_APLS_WELL_CD,MAST_ZONE,DRILLING_AFE_NO,
PREV_CC_NO,MAST_ZONE,PREV_WELL_ZONE_CD,
PREV_WELL_ZONE_CD,MAST_ZONE,GAS_MKTG_WELL_CD,
PROD_SOURCE_IND,MAST_ZONE,PROD_SOURCE_IND,
PROPERTY_NAME,MAST_ZONE,PROPERTY_NAME,
RESERVOIR_CD,MAST_ZONE,Reservoir_CD,
RETR_CODE,MAST_ZONE,RMT_TEAM,
STATE_NO,MAST_ZONE,STATE_NO,
STATUS,MAST_ZONE,WellStatus,
STATUS_CHANGE_DATE,MAST_ZONE,STATUS_CHANGE_DATE,
TANK_SETTING,MAST_ZONE,TANK_SETTING,
TOP_PROD_INTV_MEAS,MAST_ZONE,TOP_PROD_INTV_MEAS,
TOP_PROD_INTV_VERT,MAST_ZONE,TOP_PROD_INTV_VERT,
TYPE_SERVICE_WELL,MAST_ZONE,COMPL_ID,
UNIT_NO,MAST_ZONE,UNIT_TRACT_CD,
UNIT_TRACT_CD,MAST_ZONE,PREV_CC_NO,
WELL_SEQ_NO,MAST_ZONE,WELL_SEQ_NO,
WELL_ZONE_CD,MAST_ZONE,ZONE_ID,
WELL_ZONE_NAME,MAST_ZONE,WellName,
ZONE_COMPL_DATE,MAST_ZONE,ZONE_COMPL_DATE,
ZONE_CONN_DATE,MAST_ZONE,ZONE_CONN_DATE,
ZONE_ID,MAST_ZONE,TYPE_SERVICE_WELL,
ZONE_SEQ_NO,MAST_ZONE,ZONE_SEQ_NO,
ZONE_SEQNO_CHAR,MAST_ZONE,ZONE_SEQNO_CHAR,
ZONE_SHORT_NAME,MAST_ZONE,AutomationWellName,
ZONE_TYPE,MAST_ZONE,ZONE_TYPE,
API_NO14,ODS_OXY_MONTHLY_VOLUMES,API14,
BEG_INVENTORY,ODS_OXY_MONTHLY_VOLUMES,BEG_INVENTORY,
BOOK_DATE,ODS_OXY_MONTHLY_VOLUMES,BOOK_DATE,
CO2_INJ,ODS_OXY_MONTHLY_VOLUMES,CO2_INJ,
CO2_PROD,ODS_OXY_MONTHLY_VOLUMES,CO2_PROD,
COMP_SK,ODS_OXY_MONTHLY_VOLUMES,COMP_SK,
COMPLETION_ID,ODS_OXY_MONTHLY_VOLUMES,MainCompHashID,
COND_PROD,ODS_OXY_MONTHLY_VOLUMES,COND_PROD,
COND_SALES,ODS_OXY_MONTHLY_VOLUMES,COND_SALES,
CYCLIC_STEAM_INJ,ODS_OXY_MONTHLY_VOLUMES,CYCLIC_STEAM_INJ,
DAYS_INJECT,ODS_OXY_MONTHLY_VOLUMES,DAYS_INJECT,
DAYS_PROD,ODS_OXY_MONTHLY_VOLUMES,DAYS_PROD,
DISP_WATER_INJ,ODS_OXY_MONTHLY_VOLUMES,DISP_WATER_INJ,
END_INVENTORY,ODS_OXY_MONTHLY_VOLUMES,END_INVENTORY,
GAS_FLARE_DISP,ODS_OXY_MONTHLY_VOLUMES,GAS_FLARE_DISP,
GAS_FUEL_DISP,ODS_OXY_MONTHLY_VOLUMES,GAS_FUEL_DISP,
GAS_INJ,ODS_OXY_MONTHLY_VOLUMES,GAS_INJ,
GAS_OTHER_DISP,ODS_OXY_MONTHLY_VOLUMES,GAS_OTHER_DISP,
GWG_PROD,ODS_OXY_MONTHLY_VOLUMES,GWG_PROD,
GWG_SALES,ODS_OXY_MONTHLY_VOLUMES,GWG_SALES,
HOURS_UP_PCT,ODS_OXY_MONTHLY_VOLUMES,HOURS_UP_PCT,
HRS_INJECT,ODS_OXY_MONTHLY_VOLUMES,HRS_INJECT,
HRS_PROD,ODS_OXY_MONTHLY_VOLUMES,HRS_PROD,
IRRIG_GAS_PROD,ODS_OXY_MONTHLY_VOLUMES,IRRIG_GAS_PROD,
NITROGEN_INJ,ODS_OXY_MONTHLY_VOLUMES,NITROGEN_INJ,
NITROGEN_PROD,ODS_OXY_MONTHLY_VOLUMES,NITROGEN_PROD,
OIL_OTHER_DISP,ODS_OXY_MONTHLY_VOLUMES,OIL_OTHER_DISP,
OIL_PROD,ODS_OXY_MONTHLY_VOLUMES,OIL_PROD,
OIL_SALES,ODS_OXY_MONTHLY_VOLUMES,OIL_SALES,
OWG_PROD,ODS_OXY_MONTHLY_VOLUMES,OWG_PROD,
OWG_SALES,ODS_OXY_MONTHLY_VOLUMES,OWG_SALES,
PROD_INJ_DATE,ODS_OXY_MONTHLY_VOLUMES,DATE,
REC_TIMESTAMP,ODS_OXY_MONTHLY_VOLUMES,REC_TIMESTAMP,
SOURCE,ODS_OXY_MONTHLY_VOLUMES,SOURCE,
STEAM_INJ,ODS_OXY_MONTHLY_VOLUMES,STEAM_INJ,
SUPPLY_WATER_PROD,ODS_OXY_MONTHLY_VOLUMES,SUPPLY_WATER_PROD,
WATER_INJ,ODS_OXY_MONTHLY_VOLUMES,WATER_INJ,
WATER_PROD,ODS_OXY_MONTHLY_VOLUMES,WATER_PROD,
ALLOCATABLE,ODS_OXY_WELL_TEST,ALLOCATABLE,
AMPS,ODS_OXY_WELL_TEST,AMPS,
API_NO14,ODS_OXY_WELL_TEST,API14,
BAD_RSN_CD,ODS_OXY_WELL_TEST,BAD_RSN_CD,
BSW,ODS_OXY_WELL_TEST,BSW,
CASING_GAS_RATE,ODS_OXY_WELL_TEST,CASING_GAS_RATE,
CASING_PRESS,ODS_OXY_WELL_TEST,CASING_PRESS,
CHOKE_SIZE,ODS_OXY_WELL_TEST,CHOKE_SIZE,
CO2_PCT,ODS_OXY_WELL_TEST,CO2_PCT,
COMMENTS,ODS_OXY_WELL_TEST,COMMENTS,
COMPLETION_ID,ODS_OXY_WELL_TEST,MainCompHashID,
DATE_MODIFIED,ODS_OXY_WELL_TEST,DATE_MODIFIED,
EX_REGULATORY_RPTS,ODS_OXY_WELL_TEST,EX_REGULATORY_RPTS,
FLUID_LEVEL,ODS_OXY_WELL_TEST,FLUID_LEVEL,
FORM_GAS,ODS_OXY_WELL_TEST,FORM_GAS,
GAS_LIFT_RATE,ODS_OXY_WELL_TEST,GAS_LIFT_RATE,
GAS_OIL_RATIO,ODS_OXY_WELL_TEST,GAS_OIL_RATIO,
GAS_RATE,ODS_OXY_WELL_TEST,GAS_RATE,
GRAV_GAS,ODS_OXY_WELL_TEST,GRAV_GAS,
HERTZ,ODS_OXY_WELL_TEST,HERTZ,
HIGH_PRESS_GAS_RATE,ODS_OXY_WELL_TEST,HIGH_PRESS_GAS_RATE,
LINE_PRESS,ODS_OXY_WELL_TEST,LINE_PRESS,
LOW_PRESS_GAS_RATE,ODS_OXY_WELL_TEST,LOW_PRESS_GAS_RATE,
OIL_GRAVITY,ODS_OXY_WELL_TEST,OIL_GRAVITY,
OIL_RATE,ODS_OXY_WELL_TEST,OIL_RATE,
PBH_PRESS,ODS_OXY_WELL_TEST,PBH_PRESS,
PROD_HOURS,ODS_OXY_WELL_TEST,PROD_HOURS,
PUMP_BORE_SIZE,ODS_OXY_WELL_TEST,PUMP_BORE_SIZE,
PUMP_EFF,ODS_OXY_WELL_TEST,PUMP_EFF,
PUMP_INTAKE_PRESS,ODS_OXY_WELL_TEST,PUMP_INTAKE_PRESS,
SALINITY,ODS_OXY_WELL_TEST,SALINITY,
SEP_PRESS,ODS_OXY_WELL_TEST,SEP_PRESS,
SOURCE,ODS_OXY_WELL_TEST,SOURCE,
STROKE_LENGTH,ODS_OXY_WELL_TEST,STROKE_LENGTH,
STROKES_MINUTE,ODS_OXY_WELL_TEST,STROKES_MINUTE,
TEST_HOURS,ODS_OXY_WELL_TEST,TEST_HOURS,
TEST_TYPE,ODS_OXY_WELL_TEST,TEST_TYPE,
TOTAL_GAS_PROD,ODS_OXY_WELL_TEST,TOTAL_GAS_PROD,
TUBING_PRESS,ODS_OXY_WELL_TEST,TUBING_PRESS,
WATER_CUT,ODS_OXY_WELL_TEST,WATER_CUT,
WATER_RATE,ODS_OXY_WELL_TEST,WATER_RATE,
WELL_TEST_DATE,ODS_OXY_WELL_TEST,DATE,
WELLHEAD_TEMP,ODS_OXY_WELL_TEST,WELLHEAD_TEMP,
API_NO10,ODS_WELL,API10,
BATTERY_NAME,ODS_WELL,BATTERY_NAME,
COUNTRY_CD,ODS_WELL,COUNTRY_CD,
COUNTY_NO,ODS_WELL,COUNTY_NO,
CURR_WELL_STATUS,ODS_WELL,WellStatus,
CURR_WELL_TYPE,ODS_WELL,WellType,
DEF_ELEVATION,ODS_WELL,DatumElev,
DEF_ELEVATION_REF,ODS_WELL,DEF_ELEVATION_REF,
DRILLING_SEQ_NO,ODS_WELL,DRILLING_SEQ_NO,
FIELD_NO,ODS_WELL,FIELD_NO,
GLOBAL_AREA,ODS_WELL,GLOBAL_AREA,
GROUND_ELEVATION,ODS_WELL,GROUND_ELEVATION,
LEGACY_WELL_SEQ_NO,ODS_WELL,LEGACY_WELL_SEQ_NO,
MAX_DEPTH_TMD,ODS_WELL,MAX_DEPTH_TMD,
OFFSHORE,ODS_WELL,OFFSHORE,
OFFSHORE_BLOCK,ODS_WELL,OFFSHORE_BLOCK,
OFFSHORE_SLOT_NO,ODS_WELL,OFFSHORE_SLOT_NO,
OPER_NO,ODS_WELL,OPER_NO,
ORG_SEQNO,ODS_WELL,ORG_SEQNO,
OXY_WI_WELL,ODS_WELL,OXY_WI_WELL,
PF_NO,ODS_WELL,PF_NO,
PLATFORM_NAME,ODS_WELL,PLATFORM_NAME,
PRIMARY_WELL_LOC,ODS_WELL,PRIMARY_WELL_LOC,
RANGE_DIRECTION,ODS_WELL,RANGE_DIRECTION,
RANGE_NO,ODS_WELL,RANGE_NO,
SECTION,ODS_WELL,SECTION,
SPUD_DATE,ODS_WELL,SPUD_DATE,
STATE_NO,ODS_WELL,STATE_NO,
SURF_COORD_X,ODS_WELL,GridX,
SURF_COORD_Y,ODS_WELL,GridY,
SURF_LATITUDE,ODS_WELL,Lat,
SURF_LONGITUDE,ODS_WELL,Long,
TEST_FACILITY,ODS_WELL,TEST_FACILITY,
TOWNSHIP,ODS_WELL,TOWNSHIP,
TOWNSHIP_DIRECTION,ODS_WELL,TOWNSHIP_DIRECTION,
WELL_COMMON_NAME,ODS_WELL,WELL_COMMON_NAME,
WELL_ID,ODS_WELL,MainWellHashID,
WELL_LEGAL_NAME,ODS_WELL,WELL_LEGAL_NAME,
API_NO12,ODS_WELLBORE,API12,
BTM_BORE_COORD_X,ODS_WELLBORE,Btm_GridX,
BTM_BORE_COORD_Y,ODS_WELLBORE,Btm_GridY,
BTM_BORE_LATITUDE,ODS_WELLBORE,Btm_Lat,
BTM_BORE_LONGITUDE,ODS_WELLBORE,Btm_Long,
BTM_BORE_MD,ODS_WELLBORE,TD_MD,
BTM_BORE_TVD,ODS_WELLBORE,TD_TVD,
CURR_BORE_STATUS,ODS_WELLBORE,WellBoreStatus,
CURR_BORE_TYPE,ODS_WELLBORE,WellboreType,
CURR_PBMD,ODS_WELLBORE,PBMD,
CURR_PBTVD,ODS_WELLBORE,PBTVD,
KICKOFF_DATE,ODS_WELLBORE,KICKOFF_DATE,
KICKOFF_METHOD,ODS_WELLBORE,KICKOFF_METHOD,
PARENT_WELLBORE_ID,ODS_WELLBORE,PARENT_WELLBORE_ID,
PARENT_WELLBORE_NO,ODS_WELLBORE,PARENT_WELLBORE_NO,
PARENTPID,ODS_WELLBORE,PARENTPID,
PARENTTYPE,ODS_WELLBORE,PARENTTYPE,
REASON_FOR_DRILL,ODS_WELLBORE,REASON_FOR_DRILL,
REF_DATUM,ODS_WELLBORE,DatumType,
REF_DATUM_ELEV,ODS_WELLBORE,DatumElev,
REMARKS,ODS_WELLBORE,REMARKS,
TOP_BORE_COORD_X,ODS_WELLBORE,Top_GridX,
TOP_BORE_COORD_Y,ODS_WELLBORE,Top_GridY,
TOP_BORE_LATITUDE,ODS_WELLBORE,Top_Lat,
TOP_BORE_LONGITUDE,ODS_WELLBORE,Top_Long,
TOP_BORE_MD,ODS_WELLBORE,TopMD,
TOP_BORE_TVD,ODS_WELLBORE,TopTVD,
VS_AZIMUTH,ODS_WELLBORE,VS_AZIMUTH,
VS_ORIGIN_E,ODS_WELLBORE,VS_ORIGIN_E,
VS_ORIGIN_N,ODS_WELLBORE,VS_ORIGIN_N,
WELL_COMMON_NAME,ODS_WELLBORE,WELL_COMMON_NAME,
WELL_ID,ODS_WELLBORE,MainWellHashID,
WELL_LEGAL_NAME,ODS_WELLBORE,WELL_LEGAL_NAME,
WELLBORE_ID,ODS_WELLBORE,MainWellBoreHashID,
WELLBORE_NAME,ODS_WELLBORE,WellName,
WELLBORE_NO,ODS_WELLBORE,WELLBORE_NO,
API_NO14,ODS_WELLCOMP,API14,
AUTOMATION_NAME,ODS_WELLCOMP,AutomationWellName,
BATTERY_NAME,ODS_WELLCOMP,BATTERY_NAME,
BOTTOM_HOLE_TMD,ODS_WELLCOMP,TD_MD,
BTM_INTERVAL_TMD,ODS_WELLCOMP,BTM_INTERVAL_TMD,
BTM_INTERVAL_TVD,ODS_WELLCOMP,BTM_INTERVAL_TVD,
COMP_REGULATORY_NAME,ODS_WELLCOMP,COMP_REGULATORY_NAME,
COMP_SK,ODS_WELLCOMP,COMP_SK,
COMPLETION_DATE,ODS_WELLCOMP,COMPLETION_DATE,
COMPLETION_ID,ODS_WELLCOMP,MainCompHashID,
CONNECTION_DATE,ODS_WELLCOMP,CONNECTION_DATE,
CONTROLLER_NAME,ODS_WELLCOMP,CONTROLLER_NAME,
CONTROLLER_SUBTYPE,ODS_WELLCOMP,CONTROLLER_SUBTYPE,
COST_CENTER,ODS_WELLCOMP,COST_CENTER,
COUNTRY_CD,ODS_WELLCOMP,COUNTRY_CD,
COUNTY_NO,ODS_WELLCOMP,COUNTY_NO,
CURR_COMP_STATUS,ODS_WELLCOMP,CompletionStatus,
CURR_COMP_TYPE,ODS_WELLCOMP,CompletionType,
CURR_METHOD_PROD,ODS_WELLCOMP,MOP,
EFFECTIVE_DATE,ODS_WELLCOMP,EFFECTIVE_DATE,
FIELD_NO,ODS_WELLCOMP,FIELD_NO,
FIRST_PROD_DATE,ODS_WELLCOMP,FIRST_PROD_DATE,
INTEREST_TYPE,ODS_WELLCOMP,INTEREST_TYPE,
LEGACY_WELL_SEQ_NO,ODS_WELLCOMP,LEGACY_WELL_SEQ_NO,
LEGACY_ZONE_ID,ODS_WELLCOMP,LEGACY_ZONE_ID,
LEGACY_ZONE_SEQ_NO,ODS_WELLCOMP,LEGACY_ZONE_SEQ_NO,
LEGACY_ZONE_SEQNO_CHAR,ODS_WELLCOMP,LEGACY_ZONE_SEQNO_CHAR,
OPER_NO,ODS_WELLCOMP,OPER_NO,
ORG_SEQNO,ODS_WELLCOMP,ORG_SEQNO,
ORIG_WELLCOMP_NAME,ODS_WELLCOMP,ORIG_WELLCOMP_NAME,
PARENTPID,ODS_WELLCOMP,API12,
PREV_OPERATOR,ODS_WELLCOMP,PREV_OPERATOR,
PROPERTY_NAME,ODS_WELLCOMP,PROPERTY_NAME,
RESERVOIR_CD,ODS_WELLCOMP,Reservoir_CD,
STATE_NO,ODS_WELLCOMP,STATE_NO,
STATUS_EFF_DATE,ODS_WELLCOMP,CompletionStatusDate,
SURF_LATITUDE,ODS_WELLCOMP,Lat,
SURF_LONGITUDE,ODS_WELLCOMP,Long,
TOP_INTERVAL_TMD,ODS_WELLCOMP,TOP_INTERVAL_TMD,
TOP_INTERVAL_TVD,ODS_WELLCOMP,TOP_INTERVAL_TVD,
TYPE_INTERVAL,ODS_WELLCOMP,TYPE_INTERVAL,
UNIT_NO,ODS_WELLCOMP,UNIT_NO,
UNIT_TRACT_CD,ODS_WELLCOMP,UNIT_TRACT_CD,
WELL_ID,ODS_WELLCOMP,MainWellHashID,
WELLBORE_ID,ODS_WELLCOMP,MainWellBoreHashID,
WELLBORE_NAME,ODS_WELLCOMP,WELLBORE_NAME,
WELLCOMP_NAME,ODS_WELLCOMP,WellName,
ALTERNATE_UWI,OW_ELK_HILLS_WELL_MASTER,ALTERNATE_UWI,
AUTHORIZATION_NO,OW_ELK_HILLS_WELL_MASTER,AUTHORIZATION_NO,
BH_LATITUDE,OW_ELK_HILLS_WELL_MASTER,Btm_Lat,
BH_LONGITUDE,OW_ELK_HILLS_WELL_MASTER,Btm_Long,
BH_X_COORDINATE,OW_ELK_HILLS_WELL_MASTER,Btm_GridX,
BH_Y_COORDINATE,OW_ELK_HILLS_WELL_MASTER,Btm_GridY,
BOREHOLE_NO,OW_ELK_HILLS_WELL_MASTER,BOREHOLE_NO,
BOREHOLE_TYPE,OW_ELK_HILLS_WELL_MASTER,BOREHOLE_TYPE,
COMP_DATA_RELEASE_DTE,OW_ELK_HILLS_WELL_MASTER,COMP_DATA_RELEASE_DTE,
COMPLETION_DATE,OW_ELK_HILLS_WELL_MASTER,COMPLETION_DATE,
CREATE_DATE,OW_ELK_HILLS_WELL_MASTER,CREATE_DATE,
CREATE_USER_ID,OW_ELK_HILLS_WELL_MASTER,CREATE_USER_ID,
CURRENCY,OW_ELK_HILLS_WELL_MASTER,CURRENCY,
CURRENT_CLASS,OW_ELK_HILLS_WELL_MASTER,CURRENT_CLASS,
CURRENT_STATUS,OW_ELK_HILLS_WELL_MASTER,CompletionStatus,
CURRENT_STATUS_DATE,OW_ELK_HILLS_WELL_MASTER,CompletionStatusDate,
CURRENT_WELL_LEASE_NAME,OW_ELK_HILLS_WELL_MASTER,CURRENT_WELL_LEASE_NAME,
CURRENT_WELL_LEASE_NO,OW_ELK_HILLS_WELL_MASTER,CURRENT_WELL_LEASE_NO,
DATA_ACQ_COMPANY,OW_ELK_HILLS_WELL_MASTER,DATA_ACQ_COMPANY,
DATA_ACQUISITION_TYPE,OW_ELK_HILLS_WELL_MASTER,DATA_ACQUISITION_TYPE,
DATA_SOURCE,OW_ELK_HILLS_WELL_MASTER,DATA_SOURCE,
DEPTH_DATUM,OW_ELK_HILLS_WELL_MASTER,DatumElev,
DEPTH_DATUM_OUOM,OW_ELK_HILLS_WELL_MASTER,DEPTH_DATUM_OUOM,
DEPTH_DATUM_TYPE,OW_ELK_HILLS_WELL_MASTER,DatumType,
DRILLING_OPERATOR,OW_ELK_HILLS_WELL_MASTER,DRILLING_OPERATOR,
FARM_OUT,OW_ELK_HILLS_WELL_MASTER,FARM_OUT,
FIELD,OW_ELK_HILLS_WELL_MASTER,FIELD,
FIELD_ID,OW_ELK_HILLS_WELL_MASTER,OpenWorksFieldHashID,
FINAL_TD,OW_ELK_HILLS_WELL_MASTER,TD_MD,
FINAL_TD_OUOM,OW_ELK_HILLS_WELL_MASTER,FINAL_TD_OUOM,
FM_AT_TD,OW_ELK_HILLS_WELL_MASTER,FM_AT_TD,
GGX_LOCATION,OW_ELK_HILLS_WELL_MASTER,GGX_LOCATION,
GGX_OLD_ID,OW_ELK_HILLS_WELL_MASTER,GGX_OLD_ID,
GGX_PERCENT_ALLOCATION,OW_ELK_HILLS_WELL_MASTER,GGX_PERCENT_ALLOCATION,
GROUND_ELEV,OW_ELK_HILLS_WELL_MASTER,GROUND_ELEV,
GROUND_ELEV_OUOM,OW_ELK_HILLS_WELL_MASTER,GROUND_ELEV_OUOM,
INITIAL_CLASS,OW_ELK_HILLS_WELL_MASTER,INITIAL_CLASS,
INITIAL_STATUS,OW_ELK_HILLS_WELL_MASTER,INITIAL_STATUS,
INTERNAL_DRILLING_COST,OW_ELK_HILLS_WELL_MASTER,INTERNAL_DRILLING_COST,
KICK_OFF_DEPTH,OW_ELK_HILLS_WELL_MASTER,KOD,
KICK_OFF_DEPTH_OUOM,OW_ELK_HILLS_WELL_MASTER,KICK_OFF_DEPTH_OUOM,
ORIG_BH_CRS_ID,OW_ELK_HILLS_WELL_MASTER,ORIG_BH_CRS_ID,
ORIG_BH_X_LON,OW_ELK_HILLS_WELL_MASTER,Btm_GridX,
ORIG_BH_Y_LAT,OW_ELK_HILLS_WELL_MASTER,Btm_GridY,
PARENT_WELLPATH_ID,OW_ELK_HILLS_WELL_MASTER,PARENT_WELLPATH_ID,
PARENT_WELLPATH_UWI,OW_ELK_HILLS_WELL_MASTER,PARENT_WELLPATH_UWI,
PERMIT_DTE,OW_ELK_HILLS_WELL_MASTER,PERMIT_DTE,
PERMIT_NO,OW_ELK_HILLS_WELL_MASTER,PERMIT_NO,
PLOT_NAME,OW_ELK_HILLS_WELL_MASTER,PLOT_NAME,
PLUGBACK_DEPTH,OW_ELK_HILLS_WELL_MASTER,PBMD,
PLUGBACK_DEPTH_OUOM,OW_ELK_HILLS_WELL_MASTER,PLUGBACK_DEPTH_OUOM,
REMARK,OW_ELK_HILLS_WELL_MASTER,REMARK,
RESTRICTED_DATA_IND,OW_ELK_HILLS_WELL_MASTER,RESTRICTED_DATA_IND,
SECURITY_ON_OFF_FLG,OW_ELK_HILLS_WELL_MASTER,SECURITY_ON_OFF_FLG,
SPUD_DATE,OW_ELK_HILLS_WELL_MASTER,SPUD_DATE,
TOTAL_DRILLING_COST,OW_ELK_HILLS_WELL_MASTER,TOTAL_DRILLING_COST,
TRAJECTORY_SHAPE,OW_ELK_HILLS_WELL_MASTER,TRAJECTORY_SHAPE,
UPDATE_DATE,OW_ELK_HILLS_WELL_MASTER,UPDATE_DATE,
UPDATE_USER_ID,OW_ELK_HILLS_WELL_MASTER,UPDATE_USER_ID,
USER_DEF1,OW_ELK_HILLS_WELL_MASTER,USER_DEF1,
USER_DEF2,OW_ELK_HILLS_WELL_MASTER,USER_DEF2,
WATER_DEPTH,OW_ELK_HILLS_WELL_MASTER,WATER_DEPTH,
WATER_DEPTH_DATUM,OW_ELK_HILLS_WELL_MASTER,WATER_DEPTH_DATUM,
WATER_DEPTH_OUOM,OW_ELK_HILLS_WELL_MASTER,WATER_DEPTH_OUOM,
WELL_GEOM_DESC,OW_ELK_HILLS_WELL_MASTER,WELL_GEOM_DESC,
WELL_ID,OW_ELK_HILLS_WELL_MASTER,OpenWorksWellHashID,
WELL_LOCATION_ID,OW_ELK_HILLS_WELL_MASTER,WELL_LOCATION_ID,
